timestamp,load_measured_kw
2026-01-15 00:00:00,29.12
2026-01-15 00:01:00,27.84
2026-01-15 00:02:00,23.60
2026-01-15 00:03:00,24.88
2026-01-15 00:04:00,25.47
2026-01-15 00:05:00,25.28
2026-01-15 00:06:00,24.03
2026-01-15 00:07:00,25.10
2026-01-15 00:08:00,24.85
2026-01-15 00:09:00,26.84
2026-01-15 00:10:00,27.98
2026-01-15 00:11:00,29.28
2026-01-15 00:12:00,28.82
2026-01-15 00:13:00,27.72
2026-01-15 00:14:00,26.80
2026-01-15 00:15:00,25.39
2026-01-15 00:16:00,23.87
2026-01-15 00:17:00,22.35
2026-01-15 00:18:00,25.20
2026-01-15 00:19:00,24.68
2026-01-15 00:20:00,23.40
2026-01-15 00:21:00,25.46
2026-01-15 00:22:00,26.55
2026-01-15 00:23:00,27.85
2026-01-15 00:24:00,26.19
2026-01-15 00:25:00,26.31
2026-01-15 00:26:00,25.92
2026-01-15 00:27:00,26.49
2026-01-15 00:28:00,26.15
2026-01-15 00:29:00,25.07
2026-01-15 00:30:00,24.87
2026-01-15 00:31:00,25.51
2026-01-15 00:32:00,26.34
2026-01-15 00:33:00,27.68
2026-01-15 00:34:00,25.10
2026-01-15 00:35:00,23.66
2026-01-15 00:36:00,24.79
2026-01-15 00:37:00,36.35
2026-01-15 00:38:00,37.12
2026-01-15 00:39:00,37.08
2026-01-15 00:40:00,34.62
2026-01-15 00:41:00,34.56
2026-01-15 00:42:00,36.21
2026-01-15 00:43:00,35.27
2026-01-15 00:44:00,35.58
2026-01-15 00:45:00,37.42
2026-01-15 00:46:00,38.22
2026-01-15 00:47:00,37.21
2026-01-15 00:48:00,39.63
2026-01-15 00:49:00,37.59
2026-01-15 00:50:00,35.76
2026-01-15 00:51:00,34.94
2026-01-15 00:52:00,35.47
2026-01-15 00:53:00,35.92
2026-01-15 00:54:00,37.66
2026-01-15 00:55:00,37.71
2026-01-15 00:56:00,36.23
2026-01-15 00:57:00,18.95
2026-01-15 00:58:00,16.00
2026-01-15 00:59:00,16.00
2026-01-15 01:00:00,16.00
2026-01-15 01:01:00,16.98
2026-01-15 01:02:00,19.02
2026-01-15 01:03:00,20.03
2026-01-15 01:04:00,16.42
2026-01-15 01:05:00,16.69
2026-01-15 01:06:00,17.40
2026-01-15 01:07:00,19.25
2026-01-15 01:08:00,19.56
2026-01-15 01:09:00,18.68
2026-01-15 01:10:00,18.57
2026-01-15 01:11:00,18.94
2026-01-15 01:12:00,21.42
2026-01-15 01:13:00,19.06
2026-01-15 01:14:00,19.72
2026-01-15 01:15:00,16.88
2026-01-15 01:16:00,17.65
2026-01-15 01:17:00,18.76
2026-01-15 01:18:00,18.35
2026-01-15 01:19:00,21.84
2026-01-15 01:20:00,20.96
2026-01-15 01:21:00,32.46
2026-01-15 01:22:00,33.07
2026-01-15 01:23:00,33.76
2026-01-15 01:24:00,30.68
2026-01-15 01:25:00,32.30
2026-01-15 01:26:00,34.19
2026-01-15 01:27:00,32.41
2026-01-15 01:28:00,32.54
2026-01-15 01:29:00,31.70
2026-01-15 01:30:00,32.09
2026-01-15 01:31:00,31.25
2026-01-15 01:32:00,31.17
2026-01-15 01:33:00,31.40
2026-01-15 01:34:00,32.22
2026-01-15 01:35:00,31.85
2026-01-15 01:36:00,30.28
2026-01-15 01:37:00,29.58
2026-01-15 01:38:00,17.69
2026-01-15 01:39:00,16.70
2026-01-15 01:40:00,16.00
2026-01-15 01:41:00,18.68
2026-01-15 01:42:00,20.96
2026-01-15 01:43:00,20.29
2026-01-15 01:44:00,23.18
2026-01-15 01:45:00,22.49
2026-01-15 01:46:00,24.23
2026-01-15 01:47:00,24.40
2026-01-15 01:48:00,25.55
2026-01-15 01:49:00,25.88
2026-01-15 01:50:00,23.12
2026-01-15 01:51:00,24.74
2026-01-15 01:52:00,27.33
2026-01-15 01:53:00,27.13
2026-01-15 01:54:00,26.49
2026-01-15 01:55:00,25.62
2026-01-15 01:56:00,25.50
2026-01-15 01:57:00,24.68
2026-01-15 01:58:00,26.64
2026-01-15 01:59:00,25.36
2026-01-15 02:00:00,25.32
2026-01-15 02:01:00,24.05
2026-01-15 02:02:00,35.30
2026-01-15 02:03:00,32.67
2026-01-15 02:04:00,32.66
2026-01-15 02:05:00,31.70
2026-01-15 02:06:00,34.23
2026-01-15 02:07:00,33.67
2026-01-15 02:08:00,33.15
2026-01-15 02:09:00,32.13
2026-01-15 02:10:00,30.46
2026-01-15 02:11:00,32.38
2026-01-15 02:12:00,30.92
2026-01-15 02:13:00,31.17
2026-01-15 02:14:00,32.81
2026-01-15 02:15:00,32.17
2026-01-15 02:16:00,32.61
2026-01-15 02:17:00,32.37
2026-01-15 02:18:00,30.32
2026-01-15 02:19:00,30.39
2026-01-15 02:20:00,20.22
2026-01-15 02:21:00,20.36
2026-01-15 02:22:00,19.89
2026-01-15 02:23:00,21.85
2026-01-15 02:24:00,21.00
2026-01-15 02:25:00,20.31
2026-01-15 02:26:00,21.24
2026-01-15 02:27:00,20.67
2026-01-15 02:28:00,21.55
2026-01-15 02:29:00,22.42
2026-01-15 02:30:00,22.58
2026-01-15 02:31:00,22.36
2026-01-15 02:32:00,21.97
2026-01-15 02:33:00,20.97
2026-01-15 02:34:00,17.96
2026-01-15 02:35:00,17.56
2026-01-15 02:36:00,16.00
2026-01-15 02:37:00,17.02
2026-01-15 02:38:00,17.93
2026-01-15 02:39:00,17.53
2026-01-15 02:40:00,20.10
2026-01-15 02:41:00,21.17
2026-01-15 02:42:00,22.74
2026-01-15 02:43:00,31.82
2026-01-15 02:44:00,31.36
2026-01-15 02:45:00,29.72
2026-01-15 02:46:00,32.22
2026-01-15 02:47:00,31.45
2026-01-15 02:48:00,31.66
2026-01-15 02:49:00,28.51
2026-01-15 02:50:00,31.16
2026-01-15 02:51:00,31.94
2026-01-15 02:52:00,31.61
2026-01-15 02:53:00,31.41
2026-01-15 02:54:00,31.28
2026-01-15 02:55:00,33.47
2026-01-15 02:56:00,31.27
2026-01-15 02:57:00,30.90
2026-01-15 02:58:00,30.51
2026-01-15 02:59:00,32.36
2026-01-15 03:00:00,34.95
2026-01-15 03:01:00,31.54
2026-01-15 03:02:00,17.62
2026-01-15 03:03:00,17.19
2026-01-15 03:04:00,18.22
2026-01-15 03:05:00,18.81
2026-01-15 03:06:00,16.45
2026-01-15 03:07:00,16.00
2026-01-15 03:08:00,17.16
2026-01-15 03:09:00,18.07
2026-01-15 03:10:00,17.08
2026-01-15 03:11:00,17.46
2026-01-15 03:12:00,18.29
2026-01-15 03:13:00,19.09
2026-01-15 03:14:00,16.90
2026-01-15 03:15:00,18.44
2026-01-15 03:16:00,19.77
2026-01-15 03:17:00,21.90
2026-01-15 03:18:00,22.35
2026-01-15 03:19:00,22.26
2026-01-15 03:20:00,21.62
2026-01-15 03:21:00,21.03
2026-01-15 03:22:00,20.34
2026-01-15 03:23:00,20.86
2026-01-15 03:24:00,20.92
2026-01-15 03:25:00,34.85
2026-01-15 03:26:00,35.28
2026-01-15 03:27:00,36.31
2026-01-15 03:28:00,36.16
2026-01-15 03:29:00,34.59
2026-01-15 03:30:00,34.67
2026-01-15 03:31:00,33.00
2026-01-15 03:32:00,32.83
2026-01-15 03:33:00,30.60
2026-01-15 03:34:00,28.88
2026-01-15 03:35:00,31.55
2026-01-15 03:36:00,30.98
2026-01-15 03:37:00,29.76
2026-01-15 03:38:00,28.87
2026-01-15 03:39:00,28.67
2026-01-15 03:40:00,28.30
2026-01-15 03:41:00,20.60
2026-01-15 03:42:00,21.18
2026-01-15 03:43:00,20.73
2026-01-15 03:44:00,22.40
2026-01-15 03:45:00,20.75
2026-01-15 03:46:00,21.17
2026-01-15 03:47:00,20.90
2026-01-15 03:48:00,17.95
2026-01-15 03:49:00,19.36
2026-01-15 03:50:00,20.13
2026-01-15 03:51:00,19.25
2026-01-15 03:52:00,16.29
2026-01-15 03:53:00,17.94
2026-01-15 03:54:00,18.40
2026-01-15 03:55:00,19.24
2026-01-15 03:56:00,17.49
