timestamp,load_measured_kw
2026-03-12 00:00:00,29.01
2026-03-12 00:01:00,31.51
2026-03-12 00:02:00,30.51
2026-03-12 00:03:00,34.31
2026-03-12 00:04:00,34.74
2026-03-12 00:05:00,33.84
2026-03-12 00:06:00,34.24
2026-03-12 00:07:00,31.12
2026-03-12 00:08:00,28.60
2026-03-12 00:09:00,30.10
2026-03-12 00:10:00,27.49
2026-03-12 00:11:00,25.89
2026-03-12 00:12:00,25.95
2026-03-12 00:13:00,24.14
2026-03-12 00:14:00,24.00
2026-03-12 00:15:00,24.00
2026-03-12 00:16:00,27.08
2026-03-12 00:17:00,27.86
2026-03-12 00:18:00,24.00
2026-03-12 00:19:00,24.00
2026-03-12 00:20:00,24.80
2026-03-12 00:21:00,27.30
2026-03-12 00:22:00,28.31
2026-03-12 00:23:00,24.10
2026-03-12 00:24:00,26.66
2026-03-12 00:25:00,26.40
2026-03-12 00:26:00,26.53
2026-03-12 00:27:00,24.54
2026-03-12 00:28:00,25.57
2026-03-12 00:29:00,30.66
2026-03-12 00:30:00,33.16
2026-03-12 00:31:00,32.66
2026-03-12 00:32:00,32.20
2026-03-12 00:33:00,31.74
2026-03-12 00:34:00,32.54
2026-03-12 00:35:00,30.11
2026-03-12 00:36:00,29.41
2026-03-12 00:37:00,28.81
2026-03-12 00:38:00,29.20
2026-03-12 00:39:00,30.18
2026-03-12 00:40:00,29.96
2026-03-12 00:41:00,31.51
2026-03-12 00:42:00,26.88
2026-03-12 00:43:00,26.15
2026-03-12 00:44:00,25.61
2026-03-12 00:45:00,25.93
2026-03-12 00:46:00,24.00
2026-03-12 00:47:00,24.00
2026-03-12 00:48:00,24.00
2026-03-12 00:49:00,24.00
2026-03-12 00:50:00,24.00
2026-03-12 00:51:00,24.00
2026-03-12 00:52:00,24.00
2026-03-12 00:53:00,24.00
2026-03-12 00:54:00,24.61
2026-03-12 00:55:00,24.97
2026-03-12 00:56:00,24.00
2026-03-12 00:57:00,24.00
2026-03-12 00:58:00,28.41
2026-03-12 00:59:00,27.87
2026-03-12 01:00:00,27.46
2026-03-12 01:01:00,30.26
2026-03-12 01:02:00,33.25
2026-03-12 01:03:00,34.82
2026-03-12 01:04:00,33.58
2026-03-12 01:05:00,33.90
2026-03-12 01:06:00,33.12
2026-03-12 01:07:00,31.25
2026-03-12 01:08:00,32.42
2026-03-12 01:09:00,30.98
2026-03-12 01:10:00,29.73
2026-03-12 01:11:00,28.44
2026-03-12 01:12:00,29.82
2026-03-12 01:13:00,28.19
2026-03-12 01:14:00,25.43
2026-03-12 01:15:00,28.87
2026-03-12 01:16:00,28.10
2026-03-12 01:17:00,30.28
2026-03-12 01:18:00,30.90
2026-03-12 01:19:00,28.54
2026-03-12 01:20:00,29.65
2026-03-12 01:21:00,27.43
2026-03-12 01:22:00,30.74
2026-03-12 01:23:00,30.39
2026-03-12 01:24:00,31.54
2026-03-12 01:25:00,30.01
2026-03-12 01:26:00,30.54
2026-03-12 01:27:00,30.26
2026-03-12 01:28:00,34.82
2026-03-12 01:29:00,31.16
2026-03-12 01:30:00,32.77
2026-03-12 01:31:00,29.44
2026-03-12 01:32:00,32.50
2026-03-12 01:33:00,31.23
2026-03-12 01:34:00,30.82
2026-03-12 01:35:00,30.16
2026-03-12 01:36:00,29.63
2026-03-12 01:37:00,27.15
2026-03-12 01:38:00,29.49
2026-03-12 01:39:00,32.33
2026-03-12 01:40:00,33.39
2026-03-12 01:41:00,33.94
2026-03-12 01:42:00,34.24
2026-03-12 01:43:00,34.89
2026-03-12 01:44:00,33.46
2026-03-12 01:45:00,32.74
2026-03-12 01:46:00,33.73
2026-03-12 01:47:00,30.13
2026-03-12 01:48:00,30.40
2026-03-12 01:49:00,32.60
2026-03-12 01:50:00,32.57
2026-03-12 01:51:00,29.93
2026-03-12 01:52:00,28.32
2026-03-12 01:53:00,25.28
2026-03-12 01:54:00,25.11
2026-03-12 01:55:00,24.22
2026-03-12 01:56:00,24.17
2026-03-12 01:57:00,25.25
2026-03-12 01:58:00,24.00
2026-03-12 01:59:00,24.00
2026-03-12 02:00:00,24.33
2026-03-12 02:01:00,25.35
2026-03-12 02:02:00,25.49
2026-03-12 02:03:00,24.00
2026-03-12 02:04:00,27.80
2026-03-12 02:05:00,29.21
2026-03-12 02:06:00,27.77
2026-03-12 02:07:00,25.37
2026-03-12 02:08:00,24.71
2026-03-12 02:09:00,27.42
2026-03-12 02:10:00,28.51
2026-03-12 02:11:00,25.90
2026-03-12 02:12:00,26.13
2026-03-12 02:13:00,28.91
2026-03-12 02:14:00,27.50
2026-03-12 02:15:00,26.13
2026-03-12 02:16:00,24.56
2026-03-12 02:17:00,25.17
2026-03-12 02:18:00,27.18
2026-03-12 02:19:00,29.19
2026-03-12 02:20:00,28.16
2026-03-12 02:21:00,27.34
2026-03-12 02:22:00,25.79
2026-03-12 02:23:00,26.90
2026-03-12 02:24:00,25.84
2026-03-12 02:25:00,24.70
2026-03-12 02:26:00,25.90
2026-03-12 02:27:00,24.75
2026-03-12 02:28:00,24.62
2026-03-12 02:29:00,24.00
2026-03-12 02:30:00,24.00
2026-03-12 02:31:00,26.01
2026-03-12 02:32:00,25.61
2026-03-12 02:33:00,25.91
2026-03-12 02:34:00,26.03
2026-03-12 02:35:00,25.63
2026-03-12 02:36:00,24.00
2026-03-12 02:37:00,24.00
2026-03-12 02:38:00,24.00
2026-03-12 02:39:00,24.00
2026-03-12 02:40:00,24.00
2026-03-12 02:41:00,24.00
2026-03-12 02:42:00,24.00
2026-03-12 02:43:00,24.00
2026-03-12 02:44:00,24.00
2026-03-12 02:45:00,24.00
2026-03-12 02:46:00,24.00
2026-03-12 02:47:00,24.00
2026-03-12 02:48:00,24.00
2026-03-12 02:49:00,24.00
2026-03-12 02:50:00,24.00
2026-03-12 02:51:00,24.00
2026-03-12 02:52:00,24.00
2026-03-12 02:53:00,24.00
2026-03-12 02:54:00,24.00
2026-03-12 02:55:00,24.00
2026-03-12 02:56:00,24.23
2026-03-12 02:57:00,24.00
2026-03-12 02:58:00,24.00
2026-03-12 02:59:00,24.00
2026-03-12 03:00:00,25.46
2026-03-12 03:01:00,24.70
2026-03-12 03:02:00,25.46
2026-03-12 03:03:00,27.60
2026-03-12 03:04:00,29.20
2026-03-12 03:05:00,27.71
2026-03-12 03:06:00,26.34
2026-03-12 03:07:00,27.37
2026-03-12 03:08:00,26.85
