timestamp,load_measured_kw
2026-02-05 00:00:00,61.04
2026-02-05 00:01:00,60.59
2026-02-05 00:02:00,61.60
2026-02-05 00:03:00,59.93
2026-02-05 00:04:00,61.26
2026-02-05 00:05:00,60.09
2026-02-05 00:06:00,58.14
2026-02-05 00:07:00,57.55
2026-02-05 00:08:00,56.95
2026-02-05 00:09:00,53.84
2026-02-05 00:10:00,54.06
2026-02-05 00:11:00,52.12
2026-02-05 00:12:00,53.96
2026-02-05 00:13:00,56.22
2026-02-05 00:14:00,58.13
2026-02-05 00:15:00,55.80
2026-02-05 00:16:00,56.43
2026-02-05 00:17:00,57.40
2026-02-05 00:18:00,52.87
2026-02-05 00:19:00,52.80
2026-02-05 00:20:00,51.48
2026-02-05 00:21:00,48.42
2026-02-05 00:22:00,51.88
2026-02-05 00:23:00,53.51
2026-02-05 00:24:00,53.36
2026-02-05 00:25:00,55.42
2026-02-05 00:26:00,59.96
2026-02-05 00:27:00,57.83
2026-02-05 00:28:00,53.33
2026-02-05 00:29:00,59.49
2026-02-05 00:30:00,60.18
2026-02-05 00:31:00,64.00
2026-02-05 00:32:00,60.46
2026-02-05 00:33:00,60.47
2026-02-05 00:34:00,64.09
2026-02-05 00:35:00,62.64
2026-02-05 00:36:00,60.52
2026-02-05 00:37:00,56.54
2026-02-05 00:38:00,53.65
2026-02-05 00:39:00,50.33
2026-02-05 00:40:00,50.25
2026-02-05 00:41:00,48.75
2026-02-05 00:42:00,47.50
2026-02-05 00:43:00,47.03
2026-02-05 00:44:00,48.34
2026-02-05 00:45:00,50.16
2026-02-05 00:46:00,52.88
2026-02-05 00:47:00,51.80
2026-02-05 00:48:00,50.76
2026-02-05 00:49:00,51.10
2026-02-05 00:50:00,46.64
2026-02-05 00:51:00,46.24
2026-02-05 00:52:00,46.22
2026-02-05 00:53:00,43.91
2026-02-05 00:54:00,44.91
2026-02-05 00:55:00,45.95
2026-02-05 00:56:00,48.13
2026-02-05 00:57:00,48.94
2026-02-05 00:58:00,46.00
2026-02-05 00:59:00,44.18
2026-02-05 01:00:00,49.14
2026-02-05 01:01:00,48.56
2026-02-05 01:02:00,49.00
2026-02-05 01:03:00,48.06
2026-02-05 01:04:00,52.54
2026-02-05 01:05:00,54.32
2026-02-05 01:06:00,53.97
2026-02-05 01:07:00,57.35
2026-02-05 01:08:00,57.53
2026-02-05 01:09:00,56.44
2026-02-05 01:10:00,56.49
2026-02-05 01:11:00,53.98
2026-02-05 01:12:00,51.52
2026-02-05 01:13:00,50.86
2026-02-05 01:14:00,52.62
2026-02-05 01:15:00,49.31
2026-02-05 01:16:00,52.94
2026-02-05 01:17:00,50.86
2026-02-05 01:18:00,52.62
2026-02-05 01:19:00,48.65
2026-02-05 01:20:00,46.21
2026-02-05 01:21:00,47.09
2026-02-05 01:22:00,46.68
2026-02-05 01:23:00,47.11
2026-02-05 01:24:00,49.79
2026-02-05 01:25:00,50.55
2026-02-05 01:26:00,50.04
2026-02-05 01:27:00,50.77
2026-02-05 01:28:00,50.34
2026-02-05 01:29:00,48.64
2026-02-05 01:30:00,43.80
2026-02-05 01:31:00,45.21
2026-02-05 01:32:00,47.58
2026-02-05 01:33:00,46.01
2026-02-05 01:34:00,46.10
2026-02-05 01:35:00,46.90
2026-02-05 01:36:00,50.46
2026-02-05 01:37:00,51.24
2026-02-05 01:38:00,54.78
2026-02-05 01:39:00,55.43
2026-02-05 01:40:00,56.07
2026-02-05 01:41:00,56.69
2026-02-05 01:42:00,55.98
2026-02-05 01:43:00,54.00
2026-02-05 01:44:00,53.61
2026-02-05 01:45:00,52.86
2026-02-05 01:46:00,50.05
2026-02-05 01:47:00,50.38
2026-02-05 01:48:00,50.46
2026-02-05 01:49:00,52.63
2026-02-05 01:50:00,53.29
2026-02-05 01:51:00,51.54
2026-02-05 01:52:00,52.11
2026-02-05 01:53:00,54.38
2026-02-05 01:54:00,51.80
2026-02-05 01:55:00,53.08
2026-02-05 01:56:00,49.62
