timestamp,load_measured_kw
2026-03-12 00:00:00,33.77
2026-03-12 00:01:00,30.95
2026-03-12 00:02:00,30.00
2026-03-12 00:03:00,30.00
2026-03-12 00:04:00,30.56
2026-03-12 00:05:00,33.29
2026-03-12 00:06:00,35.21
2026-03-12 00:07:00,35.21
2026-03-12 00:08:00,32.88
2026-03-12 00:09:00,34.38
2026-03-12 00:10:00,36.26
2026-03-12 00:11:00,40.13
2026-03-12 00:12:00,41.61
2026-03-12 00:13:00,37.77
2026-03-12 00:14:00,38.65
2026-03-12 00:15:00,37.03
2026-03-12 00:16:00,36.95
2026-03-12 00:17:00,36.92
2026-03-12 00:18:00,36.05
2026-03-12 00:19:00,33.08
2026-03-12 00:20:00,30.60
2026-03-12 00:21:00,32.88
2026-03-12 00:22:00,34.83
2026-03-12 00:23:00,36.07
2026-03-12 00:24:00,33.66
2026-03-12 00:25:00,34.55
2026-03-12 00:26:00,32.50
2026-03-12 00:27:00,31.17
2026-03-12 00:28:00,31.63
2026-03-12 00:29:00,31.30
2026-03-12 00:30:00,30.00
2026-03-12 00:31:00,31.67
2026-03-12 00:32:00,30.22
2026-03-12 00:33:00,30.00
2026-03-12 00:34:00,30.00
2026-03-12 00:35:00,30.00
2026-03-12 00:36:00,30.00
2026-03-12 00:37:00,30.00
2026-03-12 00:38:00,30.00
2026-03-12 00:39:00,30.00
2026-03-12 00:40:00,30.00
2026-03-12 00:41:00,30.00
2026-03-12 00:42:00,30.00
2026-03-12 00:43:00,30.00
2026-03-12 00:44:00,30.00
2026-03-12 00:45:00,30.00
2026-03-12 00:46:00,30.00
2026-03-12 00:47:00,30.00
2026-03-12 00:48:00,31.57
2026-03-12 00:49:00,31.90
2026-03-12 00:50:00,31.14
2026-03-12 00:51:00,30.00
2026-03-12 00:52:00,31.68
2026-03-12 00:53:00,31.96
2026-03-12 00:54:00,34.40
2026-03-12 00:55:00,34.83
2026-03-12 00:56:00,32.10
2026-03-12 00:57:00,30.49
2026-03-12 00:58:00,30.44
2026-03-12 00:59:00,30.27
2026-03-12 01:00:00,30.00
2026-03-12 01:01:00,31.31
2026-03-12 01:02:00,30.97
2026-03-12 01:03:00,34.09
2026-03-12 01:04:00,32.40
2026-03-12 01:05:00,33.53
2026-03-12 01:06:00,35.14
2026-03-12 01:07:00,34.17
2026-03-12 01:08:00,33.23
2026-03-12 01:09:00,32.58
2026-03-12 01:10:00,32.39
2026-03-12 01:11:00,30.60
2026-03-12 01:12:00,31.65
2026-03-12 01:13:00,32.67
2026-03-12 01:14:00,30.74
2026-03-12 01:15:00,31.18
2026-03-12 01:16:00,32.39
2026-03-12 01:17:00,32.67
2026-03-12 01:18:00,32.01
2026-03-12 01:19:00,32.57
2026-03-12 01:20:00,31.86
2026-03-12 01:21:00,30.96
2026-03-12 01:22:00,30.11
2026-03-12 01:23:00,30.00
2026-03-12 01:24:00,30.10
2026-03-12 01:25:00,30.00
2026-03-12 01:26:00,30.00
2026-03-12 01:27:00,30.00
2026-03-12 01:28:00,30.00
2026-03-12 01:29:00,30.00
2026-03-12 01:30:00,31.28
2026-03-12 01:31:00,32.14
2026-03-12 01:32:00,31.28
2026-03-12 01:33:00,30.00
2026-03-12 01:34:00,30.00
2026-03-12 01:35:00,30.00
2026-03-12 01:36:00,30.00
2026-03-12 01:37:00,30.00
2026-03-12 01:38:00,30.00
2026-03-12 01:39:00,30.00
2026-03-12 01:40:00,30.00
2026-03-12 01:41:00,30.00
2026-03-12 01:42:00,30.00
2026-03-12 01:43:00,30.00
2026-03-12 01:44:00,30.00
2026-03-12 01:45:00,30.00
2026-03-12 01:46:00,30.00
2026-03-12 01:47:00,30.07
2026-03-12 01:48:00,31.41
2026-03-12 01:49:00,30.44
2026-03-12 01:50:00,32.22
2026-03-12 01:51:00,30.28
2026-03-12 01:52:00,31.24
2026-03-12 01:53:00,30.00
2026-03-12 01:54:00,30.00
2026-03-12 01:55:00,30.00
2026-03-12 01:56:00,32.31
2026-03-12 01:57:00,30.65
2026-03-12 01:58:00,30.00
2026-03-12 01:59:00,30.00
2026-03-12 02:00:00,30.00
2026-03-12 02:01:00,30.00
2026-03-12 02:02:00,30.00
2026-03-12 02:03:00,30.00
2026-03-12 02:04:00,30.00
2026-03-12 02:05:00,30.00
2026-03-12 02:06:00,30.00
2026-03-12 02:07:00,30.00
2026-03-12 02:08:00,30.00
2026-03-12 02:09:00,30.00
2026-03-12 02:10:00,30.00
2026-03-12 02:11:00,30.00
2026-03-12 02:12:00,30.00
2026-03-12 02:13:00,30.00
2026-03-12 02:14:00,31.70
2026-03-12 02:15:00,31.85
2026-03-12 02:16:00,30.28
2026-03-12 02:17:00,30.00
2026-03-12 02:18:00,30.00
2026-03-12 02:19:00,30.00
